A0P0,A0P1,A0P2,A1P0,A1P1,A1P2,A2P0,A2P1,A2P2,acc,f1_0,f1_1,f1_2,f1_all,model,prec_0,prec_1,prec_2,prec_all,rec_0,rec_1,rec_2,rec_all,rnd_ct,sup_0,sup_1,sup_2,sup_all,trtest
40,43,50,8,284,40,22,84,129,0.64714285714285713,0.39408866995073888,0.76446837146702562,0.56828193832599116,0.62823363991015524,GV,0.5714285714285714,0.69099756690997571,0.58904109589041098,0.63405121392622643,0.3007518796992481,0.85542168674698793,0.54893617021276597,0.64714285714285713,41,133,332,235,700,TR
13,18,29,7,119,21,14,29,50,0.60666666666666669,0.27659574468085107,0.76038338658146964,0.51813471502590669,0.58852877001912129,GV,0.38235294117647056,0.7168674698795181,0.5,0.58273564847625792,0.21666666666666667,0.80952380952380953,0.5376344086021505,0.60666666666666669,41,60,147,93,300,TE
93,24,16,10,311,11,35,44,156,0.80000000000000004,0.68634686346863472,0.87482419127988753,0.74641148325358853,0.79590351844406348,NN,0.67391304347826086,0.82058047493403696,0.85245901639344257,0.80341574473309718,0.6992481203007519,0.93674698795180722,0.66382978723404251,0.80000000000000004,41,133,332,235,700,TR
29,14,17,7,123,17,26,33,34,0.62,0.4754098360655738,0.77602523659306,0.42236024844720499,0.60626601016234771,NN,0.46774193548387094,0.72352941176470587,0.5,0.60307779886148016,0.48333333333333334,0.83673469387755106,0.36559139784946237,0.62,41,60,147,93,300,TE
61,70,6,71,239,22,19,164,48,0.49714285714285716,0.42361111111111105,0.59378881987577636,0.31270358306188922,0.4677244830118234,LM,0.40397350993377484,0.5052854122621564,0.63157894736842102,0.52713409224866914,0.44525547445255476,0.71987951807228912,0.20779220779220781,0.49714285714285716,42,137,332,231,700,TR
19,32,5,27,109,11,6,71,20,0.49333333333333335,0.35185185185185192,0.60724233983286913,0.3007518796992481,0.46047086663320841,LM,0.36538461538461536,0.51415094339622647,0.55555555555555558,0.49976872009890883,0.3392857142857143,0.74149659863945583,0.20618556701030927,0.49333333333333335,42,56,147,97,300,TE
61,32,44,20,266,46,37,58,136,0.66142857142857148,0.47843137254901957,0.77325581395348852,0.59518599562363239,0.65679141894404713,GV,0.51694915254237284,0.7471910112359551,0.60176991150442483,0.65414042740880618,0.44525547445255476,0.8012048192771084,0.58874458874458879,0.66142857142857148,42,137,332,231,700,TR
15,14,27,6,110,31,27,22,48,0.57666666666666666,0.28846153846153849,0.75085324232081918,0.47290640394088673,0.57467064652424193,GV,0.3125,0.75342465753424659,0.45283018867924529,0.57392650986473681,0.26785714285714285,0.74829931972789121,0.49484536082474229,0.57666666666666666,42,56,147,97,300,TE
6,9,122,2,299,31,0,19,212,0.73857142857142855,0.082758620689655185,0.90743550834597875,0.71140939597315433,0.68134584325020908,NN,0.75,0.91437308868501532,0.58082191780821912,0.77213104065303384,0.043795620437956206,0.9006024096385542,0.91774891774891776,0.73857142857142855,42,137,332,231,700,TR
3,5,48,4,98,45,3,18,76,0.58999999999999997,0.090909090909090912,0.73134328358208955,0.57142857142857151,0.56008981068682562,NN,0.29999999999999999,0.80991735537190079,0.44970414201183434,0.59826384338272454,0.053571428571428568,0.66666666666666663,0.78350515463917525,0.58999999999999997,42,56,147,97,300,TE
60,73,6,65,246,24,18,159,49,0.50714285714285712,0.42553191489361702,0.60516605166051651,0.32131147540983607,0.47785136702729819,LM,0.41958041958041958,0.5146443514644351,0.620253164556962,0.52986393036019641,0.43165467625899279,0.73432835820895526,0.2168141592920354,0.50714285714285712,43,139,335,226,700,TR
20,29,5,33,102,9,7,76,19,0.46999999999999997,0.35087719298245612,0.58119658119658124,0.2814814814814815,0.43783595741490483,LM,0.33333333333333331,0.49275362318840582,0.5757575757575758,0.49227931488801063,0.37037037037037035,0.70833333333333337,0.18627450980392157,0.46999999999999997,43,54,144,102,300,TE
57,31,51,14,269,52,40,62,124,0.6428571428571429,0.45600000000000002,0.77187948350071744,0.54746136865342165,0.63669985184059097,GV,0.51351351351351349,0.74309392265193375,0.54625550660792954,0.63395512422881184,0.41007194244604317,0.80298507462686564,0.54867256637168138,0.6428571428571429,43,139,335,226,700,TR
16,19,19,5,114,25,15,32,55,0.6166666666666667,0.35555555555555551,0.73786407766990303,0.54726368159203964,0.60424440902284682,GV,0.44444444444444442,0.69090909090909092,0.55555555555555558,0.60052525252525257,0.29629629629629628,0.79166666666666663,0.53921568627450978,0.6166666666666667,43,54,144,102,300,TE
87,11,41,14,263,58,60,14,152,0.71714285714285719,0.58000000000000007,0.84430176565008019,0.63731656184486374,0.72499233495673721,NN,0.54037267080745344,0.91319444444444442,0.60557768924302791,0.73984642557149882,0.62589928057553956,0.78507462686567164,0.67256637168141598,0.71714285714285719,43,139,335,226,700,TR
18,6,30,15,104,25,36,17,49,0.56999999999999995,0.29268292682926828,0.7675276752767527,0.47572815533980584,0.58284378377764356,NN,0.2608695652173913,0.81889763779527558,0.47115384615384615,0.60021969557317045,0.33333333333333331,0.72222222222222221,0.48039215686274511,0.56999999999999995,43,54,144,102,300,TE
56,65,8,66,242,24,16,173,50,0.49714285714285716,0.41947565543071164,0.59605911330049255,0.3115264797507788,0.46636973403823068,LM,0.40579710144927539,0.50416666666666665,0.6097560975609756,0.52208980962480434,0.43410852713178294,0.72891566265060237,0.20920502092050208,0.49714285714285716,44,129,332,239,700,TR
24,37,3,32,106,9,9,62,18,0.49333333333333335,0.37209302325581395,0.6022727272727274,0.30252100840336132,0.46424138048454061,LM,0.36923076923076925,0.51707317073170733,0.59999999999999998,0.51013508442776734,0.375,0.72108843537414968,0.20224719101123595,0.49333333333333335,44,64,147,89,300,TE
37,28,64,9,264,59,19,58,162,0.66142857142857148,0.38144329896907214,0.77419354838709675,0.61832061068702293,0.64859581369389274,GV,0.56923076923076921,0.75428571428571434,0.56842105263157894,0.65672322564653396,0.2868217054263566,0.79518072289156627,0.67782426778242677,0.66142857142857148,44,129,332,239,700,TR
11,21,32,6,120,21,12,25,52,0.60999999999999999,0.23655913978494625,0.76677316293929709,0.536082474226804,0.58522260034832929,GV,0.37931034482758619,0.72289156626506024,0.49523809523809526,0.58205704262039948,0.171875,0.81632653061224492,0.5842696629213483,0.60999999999999999,44,64,147,89,300,TE
54,4,71,6,298,28,16,21,202,0.79142857142857148,0.52682926829268295,0.90992366412213732,0.74814814814814812,0.78409005643673302,NN,0.71052631578947367,0.92260061919504643,0.67109634551495012,0.79764760983952943,0.41860465116279072,0.89759036144578308,0.84518828451882844,0.79142857142857148,44,129,332,239,700,TR
27,13,24,3,112,32,15,25,49,0.62666666666666671,0.49541284403669716,0.75420875420875422,0.50515463917525771,0.62511290591211133,NN,0.59999999999999998,0.7466666666666667,0.46666666666666667,0.63231111111111105,0.421875,0.76190476190476186,0.550561797752809,0.62666666666666671,44,64,147,89,300,TE
55,76,9,70,242,22,16,165,45,0.48857142857142855,0.3914590747330961,0.59241126070991446,0.29801324503311255,0.4571723213103262,LM,0.39007092198581561,0.50103519668737062,0.59210526315789469,0.50824496320754309,0.39285714285714285,0.72455089820359286,0.19911504424778761,0.48857142857142855,45,140,334,226,700,TR
25,26,2,28,106,11,9,70,23,0.51333333333333331,0.43478260869565216,0.61095100864553309,0.33333333333333331,0.48543791504823958,LM,0.40322580645161288,0.52475247524752477,0.63888888888888884,0.5420891443983108,0.47169811320754718,0.73103448275862071,0.22549019607843138,0.51333333333333331,45,53,145,102,300,TE
50,34,56,11,266,57,33,51,142,0.65428571428571425,0.42735042735042733,0.77664233576642316,0.59043659043659047,0.64666609916244944,GV,0.53191489361702127,0.75783475783475784,0.55686274509803924,0.6477655351647843,0.35714285714285715,0.79640718562874246,0.62831858407079644,0.65428571428571425,45,140,334,226,700,TR
16,16,21,6,110,29,22,27,53,0.59666666666666668,0.32989690721649484,0.73825503355704702,0.51707317073170733,0.59090993120960067,GV,0.36363636363636365,0.71895424836601307,0.5145631067961165,0.58668843393001013,0.30188679245283018,0.75862068965517238,0.51960784313725494,0.59666666666666668,45,53,145,102,300,TE
5,21,114,0,263,71,1,33,192,0.65714285714285714,0.068493150684931503,0.80798771121351776,0.63681592039801005,0.60482476378736516,NN,0.83333333333333337,0.82965299684542582,0.50928381962864722,0.72695558692730455,0.035714285714285712,0.78742514970059885,0.84955752212389379,0.65714285714285714,45,140,334,226,700,TR
0,14,39,0,109,36,0,24,78,0.62333333333333329,0.0,0.74657534246575341,0.61176470588235288,0.56884474885844749,NN,0.0,0.74149659863945583,0.50980392156862742,0.53172335600907028,0.0,0.75172413793103443,0.76470588235294112,0.62333333333333329,45,53,145,102,300,TE
56,70,9,69,247,24,18,157,50,0.50428571428571434,0.40287769784172667,0.60687960687960685,0.32467532467532467,0.47682786228521074,LM,0.39160839160839161,0.52109704641350207,0.60240963855421692,0.52226042474631773,0.4148148148148148,0.72647058823529409,0.22222222222222221,0.50428571428571434,46,135,340,225,700,TR
24,32,2,29,101,9,7,78,18,0.47666666666666668,0.40677966101694912,0.57714285714285718,0.27272727272727271,0.4396899552424976,LM,0.40000000000000002,0.47867298578199052,0.62068965517241381,0.51222193168818442,0.41379310344827586,0.72661870503597126,0.17475728155339806,0.47666666666666668,46,58,139,103,300,TE
45,33,57,11,282,47,22,57,146,0.67571428571428571,0.42253521126760568,0.7921348314606742,0.61473684210526314,0.66383412241634321,GV,0.57692307692307687,0.75806451612903225,0.58399999999999996,0.6671807869549804,0.33333333333333331,0.8294117647058824,0.64888888888888885,0.67571428571428571,46,135,340,225,700,TR
16,15,27,9,100,30,16,30,57,0.57666666666666666,0.32323232323232326,0.70422535211267601,0.52534562211981561,0.56915132589825912,GV,0.3902439024390244,0.68965517241379315,0.5,0.56665405102326893,0.27586206896551724,0.71942446043165464,0.55339805825242716,0.57666666666666666,46,58,139,103,300,TE
79,4,52,4,280,56,39,4,182,0.77285714285714291,0.61478599221789887,0.89171974522292996,0.70679611650485441,0.77887135505543548,NN,0.64754098360655743,0.97222222222222221,0.62758620689655176,0.79882926413452127,0.58518518518518514,0.82352941176470584,0.80888888888888888,0.77285714285714291,46,135,340,225,700,TR
18,13,27,5,90,44,25,16,62,0.56666666666666665,0.339622641509434,0.69767441860465118,0.52542372881355925,0.56931167153796769,NN,0.375,0.75630252100840334,0.46616541353383456,0.5829702933805101,0.31034482758620691,0.64748201438848918,0.60194174757281549,0.56666666666666665,46,58,139,103,300,TE
57,76,8,68,240,28,18,162,43,0.48571428571428571,0.40140845070422532,0.58968058968058956,0.28476821192052981,0.4546208299146457,LM,0.39860139860139859,0.502092050209205,0.54430379746835444,0.49469353272647587,0.40425531914893614,0.7142857142857143,0.19282511210762332,0.48571428571428571,47,141,336,223,700,TR
23,26,3,30,108,5,7,73,25,0.52000000000000002,0.41071428571428575,0.61714285714285722,0.36231884057971009,0.49217349896480339,LM,0.38333333333333336,0.52173913043478259,0.75757575757575757,0.58029161176987254,0.44230769230769229,0.75524475524475521,0.23809523809523808,0.52000000000000002,47,52,143,105,300,TE
39,34,68,9,269,58,19,54,150,0.65428571428571425,0.37500000000000006,0.77633477633477632,0.60120240480961928,0.63970231588718562,GV,0.58208955223880599,0.75350140056022408,0.54347826086956519,0.65206678518259986,0.27659574468085107,0.80059523809523814,0.67264573991031396,0.65428571428571425,47,141,336,223,700,TR
10,18,24,7,118,18,7,37,61,0.63,0.26315789473684209,0.74683544303797467,0.58653846153846168,0.60689405780761552,GV,0.41666666666666669,0.68208092485549132,0.59223300970873782,0.60462901646806477,0.19230769230769232,0.82517482517482521,0.580952380952381,0.63,47,52,143,105,300,TE
80,11,50,8,314,14,44,52,127,0.74428571428571433,0.58608058608058611,0.88078541374474062,0.61352657004830913,0.73628240968052638,NN,0.60606060606060608,0.83289124668435011,0.66492146596858637,0.73369070178783102,0.56737588652482274,0.93452380952380953,0.56950672645739908,0.74428571428571433,47,141,336,223,700,TR
13,17,22,4,121,18,26,39,40,0.57999999999999996,0.27368421052631581,0.75625000000000009,0.4324324324324324,0.5592691145092461,NN,0.30232558139534882,0.68361581920903958,0.5,0.55325997459816934,0.25,0.84615384615384615,0.38095238095238093,0.57999999999999996,47,52,143,105,300,TE
61,79,6,66,237,24,20,155,52,0.5,0.416382252559727,0.59398496240601506,0.33656957928802589,0.47346598011266988,LM,0.41496598639455784,0.50318471337579618,0.63414634146341464,0.52725379257097993,0.4178082191780822,0.72477064220183485,0.22907488986784141,0.5,48,146,327,227,700,TR
19,23,5,32,111,9,5,80,16,0.48666666666666669,0.36893203883495151,0.60655737704918034,0.24427480916030533,0.44736094287302991,LM,0.3392857142857143,0.51869158878504673,0.53333333333333333,0.4955140557780745,0.40425531914893614,0.73026315789473684,0.15841584158415842,0.48666666666666669,48,47,152,101,300,TE
46,45,55,6,281,40,23,70,134,0.65857142857142859,0.41628959276018102,0.7773167358229599,0.58771929824561409,0.64053304836978397,GV,0.61333333333333329,0.70959595959595956,0.58515283842794763,0.64916319968241365,0.31506849315068491,0.85932721712538229,0.5903083700440529,0.65857142857142859,48,146,327,227,700,TR
13,20,14,5,129,18,17,40,44,0.62,0.31707317073170732,0.75659824046920832,0.49717514124293788,0.6004002028041554,GV,0.37142857142857144,0.68253968253968256,0.57894736842105265,0.5989228627123363,0.27659574468085107,0.84868421052631582,0.43564356435643564,0.62,48,47,152,101,300,TE
100,6,40,8,297,22,66,23,138,0.76428571428571423,0.62499999999999989,0.90964777947932618,0.6463700234192038,0.7649011702941414,NN,0.57471264367816088,0.91104294478527603,0.68999999999999995,0.76921298417399531,0.68493150684931503,0.90825688073394495,0.60792951541850215,0.76428571428571423,48,146,327,227,700,TR
26,8,13,11,110,31,38,25,38,0.57999999999999996,0.42622950819672129,0.7457627118644069,0.41530054644808745,0.58444691426630857,NN,0.34666666666666668,0.76923076923076927,0.46341463414634149,0.60007096101730251,0.55319148936170215,0.72368421052631582,0.37623762376237624,0.57999999999999996,48,47,152,101,300,TE
57,68,10,73,244,21,16,163,48,0.49857142857142855,0.40569395017793591,0.60024600246002469,0.31372549019607843,0.46981074054288502,LM,0.3904109589041096,0.51368421052631574,0.60759493670886078,0.52036399034694414,0.42222222222222222,0.72189349112426038,0.21145374449339208,0.49857142857142855,49,135,338,227,700,TR
23,34,1,25,104,12,9,72,20,0.48999999999999999,0.40000000000000002,0.59259259259259256,0.29850746268656719,0.45634936428966283,LM,0.40350877192982454,0.49523809523809526,0.60606060606060608,0.51481400470874161,0.39655172413793105,0.73758865248226946,0.19801980198019803,0.48999999999999999,49,58,141,101,300,TE
46,32,57,8,275,55,27,48,152,0.67571428571428571,0.42592592592592593,0.79365079365079372,0.61914460285132378,0.66614256157316953,GV,0.5679012345679012,0.77464788732394363,0.5757575757575758,0.6702780318273277,0.34074074074074073,0.81360946745562135,0.66960352422907488,0.67571428571428571,49,135,338,227,700,TR
14,13,31,8,93,40,15,23,63,0.56666666666666665,0.29473684210526313,0.68888888888888877,0.53617021276595744,0.56127087221600092,GV,0.3783783783783784,0.72093023255813948,0.47014925373134331,0.570273944545031,0.2413793103448276,0.65957446808510634,0.62376237623762376,0.56666666666666665,49,58,141,101,300,TE
9,9,117,0,313,25,1,23,203,0.75,0.12413793103448276,0.9165446559297219,0.70979020979020979,0.69667584573754116,NN,0.90000000000000002,0.90724637681159426,0.58840579710144925,0.8024534161490684,0.066666666666666666,0.92603550295857984,0.89427312775330392,0.75,49,135,338,227,700,TR
2,12,44,0,110,31,1,27,73,0.6166666666666667,0.065573770491803282,0.75862068965517249,0.58634538152610438,0.56663226488013485,NN,0.66666666666666663,0.73825503355704702,0.49324324324324326,0.64192731321925955,0.034482758620689655,0.78014184397163122,0.72277227722772275,0.6166666666666667,49,58,141,101,300,TE
51,68,6,74,237,24,19,175,46,0.47714285714285715,0.379182156133829,0.58159509202453985,0.29113924050632911,0.44586506152352645,LM,0.35416666666666669,0.49375000000000002,0.60526315789473684,0.50705748746867174,0.40799999999999997,0.70746268656716416,0.19166666666666668,0.47714285714285715,50,125,335,240,700,TR
29,34,5,24,111,9,6,60,22,0.54000000000000004,0.45669291338582679,0.63610315186246413,0.35483870967741937,0.51293259476681319,LM,0.49152542372881358,0.54146341463414638,0.61111111111111116,0.55057412766218061,0.4264705882352941,0.77083333333333337,0.25,0.54000000000000004,50,68,144,88,300,TE
21,40,64,7,283,45,13,70,157,0.65857142857142859,0.25301204819277107,0.77747252747252749,0.62055335968379444,0.63001801293071968,GV,0.51219512195121952,0.72010178117048351,0.59022556390977443,0.63844660324908609,0.16800000000000001,0.84477611940298503,0.65416666666666667,0.65857142857142859,50,125,335,240,700,TR
11,22,35,1,118,25,12,31,45,0.57999999999999996,0.2391304347826087,0.74920634920634921,0.46632124352331605,0.5506095109366117,GV,0.45833333333333331,0.6900584795321637,0.42857142857142855,0.56083124477861324,0.16176470588235295,0.81944444444444442,0.51136363636363635,0.57999999999999996,50,68,144,88,300,TE
